LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-10-14 20:41:22,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:22,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:23,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:24,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:25,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:26,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:26,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-24,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-24,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-24,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-24,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-24,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-24,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-22,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-22,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,,1A:40:D5:8F:28:EC,-23,,0.000000,0.000000,0.000,0.000,Client
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:27,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:28,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:28,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-14 20:41:28,1900-01-00 00:00:00,Test AP,0E:4D:AB:8A:CE:1D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
